Curriculum ID,Curriculum Title,Domain ID,Domain Description,Active,Date Created,Curriculum Description,Force Incomplete,Item Type,Item ID,Item Revision Date,Revision Number,Item Title,Assignment Type,Initial Period (Item),Initial Number (Item),Initial Basis (Item),Retraining Period (Item),Retraining Number (Item),Retraining Basis (Item),Effective Date,Job Code ID,Job Description,Requirement (Requirements),Initial Period (Requirement),Initial Number (Requirement),Initial Basis (Requirement),Retraining Period (Requirement),Retraining Number (Requirement),Retraining Basis (Requirement),Requirement (Requirement Group),Initial Period (Requirement Group),Initial Number (Requirement Group),Initial Basis (Requirement Group),Retraining Period (Requirement Group),Retraining Number (Requirement Group),Retraining Basis (Requirement Group),Requirement (Group Requirements),Description,Document ID,Document Title,Review Flag,Sub-Curriculum ID,Sub-Curriculum Title,Sub-Curriculum Parent ID,Sub-Curriculum Level
PGM-RMT-QACQ_SAFETY,PGM-RMT-QACQ_SAFETY: Safety Training for the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-SF_S8000_0008,9/27/2019 09:14 AM America/New York,3,Destruction and Disposal of Rejected Pfizer Drug Product Components and Filled Product And The Handl,Required,Days,90,Event,Days,730,Event,10/15/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SAFETY,PGM-RMT-QACQ_SAFETY: Safety Training for the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_SF_CHARCTER_LBL,11/6/2018 12:00 PM America/New York,1,Hazardous Waste Characteristics Labeling,Required,Days,90,Event,,,,11/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SAFETY,PGM-RMT-QACQ_SAFETY: Safety Training for the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-105471,2/13/2019 06:18 PM America/New York,1,Chemical Quality Hazardous Waste Process,Required,Days,90,Event,Days,730,Event,3/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SAFETY,PGM-RMT-QACQ_SAFETY: Safety Training for the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SF_S8000_0010,12/14/2018 06:46 AM America/New York,2,Injury / Illness and Near Miss Investigation and Reporting,Required,Days,90,Event,Days,730,Event,1/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SAFETY,PGM-RMT-QACQ_SAFETY: Safety Training for the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-SF_S8000_0008,6/10/2019 09:16 AM America/New York,2,Destruction and Disposal of Rejected Pfizer Drug Product Components and Filled Product And The Handl,Required,Days,90,Event,Days,730,Event,7/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-107508,6/28/2019 07:34 AM America/New York,1,Inspection of Printed Commodities in Incoming Materials,Required,Days,90,Event,Days,730,Event,7/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0061,6/6/2019 01:52 PM America/New York,2,"Preparation, Approval, and Use of SQ Testing Forms for Incoming Commodities and Use of Quality Histo",Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0064,7/10/2019 10:59 AM America/New York,9,Operation of Major SQ Equipment and Instrumentation,Required,Days,90,Event,Days,730,Event,7/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-107518,9/5/2019 02:33 PM America/New York,2,Generating Certificates of Compliance and Certificates of Analysis in Incoming Materials,Required,Days,90,Event,Days,730,Event,9/24/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SF_EHS_G31,7/27/2019 12:00 AM America/New York,1,Utility Vehicles Guideline,Required,Days,90,Event,Days,730,Event,8/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-107517,6/28/2019 07:45 AM America/New York,1,Establishment and Control of Limit Samples in Incoming Quality,Required,Days,90,Event,Days,730,Event,7/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0025,6/6/2019 08:59 AM America/New York,2,Maintenance of Supplier Quality Historical Report Files,Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_SOP-94586,8/15/2019 09:57 AM America/New York,4,IQ Inspection and Testing of Glass Commodities,Required,Days,90,Event,Days,730,Event,9/3/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6114_0081,8/10/2017 12:00 PM America/New York,2,Commodity Retain Sample Procedure,Required,Days,90,Event,Days,730,Event,8/15/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0010,9/10/2019 11:03 AM America/New York,3,"Standardization of Measurement Instruments, Major Equipment Operation and Measurement Guide",Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0114,3/12/2018 12:06 PM America/New York,2,Operation of the Pharma Test Ampule Breakpoint Tester,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0039,5/28/2019 10:59 AM America/New York,5,Rocky Mount Medical Parts Program,Required,Days,90,Event,Days,730,Event,6/18/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0068,5/17/2018 10:17 AM America/New York,3,"Procedures for Receipt, Sampling and Disposition of Commodity Using the Stock Locator System",Required,Days,90,Event,Days,730,Event,6/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0053,7/30/2019 11:35 AM America/New York,8,Special Programs for Commodities Received from Outside Suppliers,Required,Days,90,Event,Days,730,Event,8/20/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0210,3/13/2018 04:47 PM America/New York,2,Operational Instructions for the Dionex Ion Chromatograph Model 3000,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_SOP-94588,5/20/2019 12:16 PM America/New York,3,Auto Proofreading Using the ScanTVS for Testing at the Rocky Mount Site,Required,Days,90,Event,Days,730,Event,6/11/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0232,7/10/2019 10:56 AM America/New York,4,Stock Locator Functions Performed by Quality,Required,Days,90,Event,Days,730,Event,7/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0023,7/31/2019 04:42 PM America/New York,14,Inspection of Commodities by Supplier Quality,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SQ_REQ,PGM-RMT-QACQ_SQ_REQ: General SQ Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0113,12/9/2016 12:00 AM America/New York,1,Receipt and Release of Sterile Items from ARAMARK,Required,Days,90,Event,Days,730,Event,1/11/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SS_CONTR_LAB,PGM-RMT-QACQ_SS_CONTR_LAB: Sample Shipment to Contract Labs,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SOP-87212,7/16/2019 02:17 AM America/New York,4,Shipping of Samples to Contract Labs,Required,Days,90,Event,Days,730,Event,11/7/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_STK_LOCATOR,PGM-RMT-QACQ_STK_LOCATOR: Stock Locator Activites for CQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0001,8/6/2019 07:12 AM America/New York,6,Standard Procedure for Chemical Testing of API and Excipients,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_STK_LOCATOR,PGM-RMT-QACQ_STK_LOCATOR: Stock Locator Activites for CQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0232,7/10/2019 10:56 AM America/New York,4,Stock Locator Functions Performed by Quality,Required,Days,90,Event,Days,730,Event,7/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_STOCKRM,PGM-RMT-QACQ_STOCKRM: Chemistry quality Assurance Stock Room Attendant,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-SF_S8000_0109,8/13/2018 04:59 PM America/New York,2,Hazardous Waste Contingency Plan,Required,Days,90,Event,Days,365,Event,9/5/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_STOCKRM,PGM-RMT-QACQ_STOCKRM: Chemistry quality Assurance Stock Room Attendant,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0174,8/8/2019 03:04 PM America/New York,7,"Circular Chart Recorders, Refrigerators, Freezers, Ovens and Water Baths",Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_STOCKRM,PGM-RMT-QACQ_STOCKRM: Chemistry quality Assurance Stock Room Attendant,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SF_HAZWASTE_AWARE,3/5/2019 12:00 PM America/New York,6,Hazardous Waste Awareness Training,Required,Days,90,Event,Days,365,Event,3/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_STOCKRM,PGM-RMT-QACQ_STOCKRM: Chemistry quality Assurance Stock Room Attendant,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN_S7100_0726,8/13/2018 04:54 PM America/New York,2,Waste Chemical Disposal System,Required,Days,90,Event,Days,730,Event,9/5/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_STOCKRM,PGM-RMT-QACQ_STOCKRM: Chemistry quality Assurance Stock Room Attendant,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0049,3/9/2018 08:08 AM America/New York,2,Quality Stockroom (Q.S.),Required,Days,90,Event,Days,730,Event,3/28/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_SF_GHS_LABEL,11/6/2018 12:00 PM America/New York,1,CQ GHS Labeling,Required,Days,90,Event,,,,11/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SF_S8000_0015,3/25/2019 04:28 PM America/New York,3,Respiratory Protection,Required,Days,90,Event,Days,730,Event,4/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0032,3/1/2017 12:00 AM America/New York,1,NuGenesis Unify/Vision Scientific Data Management System (SDMS),Required,Days,90,Event,Days,730,Event,3/15/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6138_0001,8/29/2019 02:46 PM America/New York,7,Event and Deviation Reporting,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6138_0002,2/8/2019 09:06 AM America/New York,7,Documenting Event and Deviations in the Global Quality Tracking System (gQTS),Required,Days,90,Event,Days,730,Event,2/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0337,9/5/2017 12:00 PM America/New York,2,Validation of Analytical Methods for Equipment Cleaning,Required,Days,90,Event,Days,730,Event,9/27/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-OENP_S8510_0010,1/9/2019 02:47 PM America/New York,3,PFIZER CENTREONE CHANGE CONTROL & CUSTOMER NOTIFICATION,Required,Days,90,Event,Days,730,Event,1/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0306,11/28/2018 01:18 PM America/New York,2,Instrument and Equipment Repair in the CQ Laboratory,Required,Days,90,Event,Days,730,Event,12/19/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_SOP-88116,7/25/2019 04:19 PM America/New York,3,Stability Profile at Pfizer Rocky Mount,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_GEN_SF_TRN,3/5/2019 12:00 PM America/New York,2,General Safety Training for the CQ Laboratories,Required,Days,30,Event,Days,365,Event,3/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0121,5/13/2019 04:57 PM America/New York,2,Melamine Risk Procedure,Required,Days,90,Event,Days,730,Event,6/4/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6138_0005,8/29/2019 02:47 PM America/New York,5,Corrective Action / Preventive Action (CAPA) Management in the Global Quality Tracking System (gQTS),Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0338,6/23/2017 11:32 AM America/New York,1,Compendial Test Method Verification,Required,Days,90,Event,Days,730,Event,7/7/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6100_0070,10/25/2018 11:04 AM America/New York,3,Formal Investigation Report,Required,Days,90,Event,Days,730,Event,11/14/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN_S7100_0627,6/12/2019 02:44 PM America/New York,6,Rocky Mount Instrumentation Control System,Required,Days,90,Event,Days,730,Event,7/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA-SOP-100984,11/8/2017 09:11 AM America/New York,1,API Genotoxic Impurity Potential,Required,Days,90,Event,Days,730,Event,11/30/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6138_0004,7/30/2019 11:44 AM America/New York,2,TrackWise gQTS Business Continuity Plan,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0001,8/6/2019 07:12 AM America/New York,6,Standard Procedure for Chemical Testing of API and Excipients,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0339,3/1/2018 02:38 PM America/New York,2,Transfer of Analytical Methods,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0093,7/30/2019 04:48 PM America/New York,2,DEA Inspection Procedures,Required,Days,90,Event,Days,730,Event,8/20/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_SUPV_GEN_REQ,PGM-RMT-QACQ_SUPV_GEN_REQ: General Requirements for Chemistry Supervisor,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6138_0003,9/12/2018 08:35 AM America/New York,2,Assessment and Approval Process for Planned Temporary Deviations,Required,Days,90,Event,Days,730,Event,10/3/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_TRUSCAN,PGM-RMT-QACQ_TRUSCAN: CQ Truscan Training,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0207,9/26/2016 12:00 AM America/New York,1,Operation of the TruScan Raman System,Required,Days,90,Event,Days,730,Event,10/19/2016,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_TRUSCAN,PGM-RMT-QACQ_TRUSCAN: CQ Truscan Training,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0320,3/14/2019 10:24 AM America/New York,2,Method Validation Procedure for TruScan RAMAN Spectrometer,Required,Days,90,Event,Days,730,Event,4/2/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_ABF_TQ,PGM-RMT-QASQ_ABF_TQ: Ampule Break Force Tester,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0114,3/12/2018 12:06 PM America/New York,2,Operation of the Pharma Test Ampule Breakpoint Tester,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_ABF_TQ,PGM-RMT-QASQ_ABF_TQ: Ampule Break Force Tester,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_ABF_TEST_TQ,1/19/2016 12:00 AM America/New York,1,Ampule Break Force Tester Task Qualification,Required,Days,90,Event,,,,1/21/2016,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA-SOP-100396,9/28/2017 08:31 AM America/New York,1,Laboratory Audit Trail Review,Required,Days,90,Event,Days,730,Event,9/29/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-MMRC_S8324_0042,4/5/2019 08:56 AM America/New York,8,"Sampling and Supplier Quality Disposition of Commodities, Printed Material and Glassware",Required,Days,90,Event,Days,730,Event,4/23/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0117,5/16/2018 07:57 AM America/New York,2,Operation and Calibration of the Brookfield Viscometer,Required,Days,90,Event,Days,730,Event,6/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
